Nr.;Anrede;Vorname;Nachname;Stadt;Alter;Bundesland
1947;Frau;Gunhard;Kettler;Egling an der Paar;97;Bayern
1948;Frau;Enno;Andresen;Billerbeck;23;Nordrhein-Westfalen
1949;Frau;Annegret;Wurth;Leubsdorf;23;Rheinland-Pfalz
1950;k.A.;Olga;Windmüller;Übersee;51;Bayern
1951;Herr;Roslinda;Grupp;Garstedt;58;Niedersachsen
1952;Frau;Kunigunda;Steidle;Oberoppurg;00;Thüringen
1953;Herr;Lya;Münzner;Stuttgart;45;Baden-Württemberg
1954;Frau;Friedlind;Mücke;Niedermoschel;43;Rheinland-Pfalz
1955;Frau;Thaddäus;Gutsch;Salz;32;Rheinland-Pfalz
1956;Herr;Volrad;Pracht;Saffig;60;Rheinland-Pfalz
1957;Herr;Lilia;Theil;Sulzbach am Main;52;Bayern
1958;Herr;Noa;Böhning;Dortmund;37;Nordrhein-Westfalen
1959;Herr;Annamarie;Sigl;Hördt;73;Rheinland-Pfalz
1960;Herr;Almute;Schobert;Babenhausen;14;Bayern
1961;Frau;Ulla;Herpich;Geretsried;14;Bayern
1962;Herr;Krimhild;Roppelt;Güby;90;Schleswig-Holstein
1963;Frau;Hansfried;Kaul;Gyhum;82;Niedersachsen
1964;Herr;Lottemaria;Zimmerman;Köln;11;Nordrhein-Westfalen
1965;Frau;Urte;Kugelmann;Braunschweig;22;Niedersachsen
1966;k.A.;Aribert;Bäurle;Grevenkrug;05;Schleswig-Holstein
1967;Frau;Fynn;Jörg;Fulda;60;Hessen
1968;Herr;Ferfried;Moschner;Gelsenkirchen;53;Nordrhein-Westfalen
1969;Herr;Gotlind;Butt;Felm;17;Schleswig-Holstein
1970;Frau;Gotthold;Lamp;Varel;55;Niedersachsen
1971;Frau;Siegward;Hamilton;Hirschthal;12;Rheinland-Pfalz
1972;Herr;Herold;Grigoleit;Gießen;74;Hessen
1973;Frau;Annkathrin;Pohle;Neckarzimmern;97;Baden-Württemberg
1974;Herr;Oskar;Lieser;Wilstedt;78;Niedersachsen
1975;Frau;Marieluise;Meisinger;Mühlingen;93;Baden-Württemberg
1976;Herr;Bernadette;Staib;Vielbach;07;Rheinland-Pfalz
1977;Herr;Burkhardt;Holst;Gartow;63;Niedersachsen
1978;Herr;Angelika;Eichholz;Legau;89;Bayern
1979;Herr;Gislinde;Molitor;Schleid;26;Rheinland-Pfalz
1980;Herr;Nanni;Wendt;Lautertal;93;Hessen
1981;Herr;Otthard;Hübenthal;Utzenfeld;01;Baden-Württemberg
1982;Herr;Marvin;Friederich;Ohrum;19;Niedersachsen
1983;Frau;Dietmund;Eichwald;Bell;74;Rheinland-Pfalz
1984;Frau;Ivo;Gutermuth;Beuren;98;Rheinland-Pfalz
1985;Frau;Erwin;Kolter;Mayen;93;Rheinland-Pfalz
1986;Herr;Diethilde;Schultz;Detmold;50;Nordrhein-Westfalen
1987;Frau;Lene;Wucherpfennig;Usingen;10;Hessen
1988;Herr;Gerlach;Wester;Waldböckelheim;05;Rheinland-Pfalz
1989;Frau;Joachim;Förtsch;Lahn;63;Niedersachsen
1990;Frau;Melinda;Soltau;Zehnhausen;80;Rheinland-Pfalz
1991;Frau;Walda;Jochmann;Uppershausen;38;Rheinland-Pfalz
1992;Herr;Annegret;Burbach;Welterod;81;Rheinland-Pfalz
1993;Frau;Helwig;Traub;Wildenberg;44;Bayern
1994;Herr;Ferdinande;Russo;Kell am See;67;Rheinland-Pfalz
1995;Frau;Giesela;Hagn;Niedersteinebach;84;Rheinland-Pfalz
1996;Herr;Ela;Krabbe;Dettenhausen;69;Baden-Württemberg
1997;Frau;Nelli;Himstedt;Schwarzenbach am Wald;03;Bayern
1998;k.A.;Angela;Tonn;Hattersheim am Main;32;Hessen
1999;k.A.;Herko;Ketterer;Hildesheim;50;Niedersachsen
2000;Frau;Lya;Zetzsche;Trierweiler;16;Rheinland-Pfalz
2001;Herr;Gerdhilde;Fehling;Minden;60;Nordrhein-Westfalen
2002;Frau;Adrian;Pfuhl;Essen;99;Nordrhein-Westfalen
2003;Herr;Lucia;Diener;Sankt Annen;66;Schleswig-Holstein
2004;Frau;Ilsa;Zoellner;Braunschweig;53;Niedersachsen
2005;Herr;Friedmar;Baur;Kaiserslautern;71;Rheinland-Pfalz
2006;Herr;Sylvana;Trojan;Vierherrenborn;84;Rheinland-Pfalz
2007;Frau;Sighard;Sitte;Melsungen;29;Hessen
2008;Herr;Gerhart;Wentzel;Eschenburg;57;Hessen
2009;Frau;Andre;Weaver;Tagmersheim;91;Bayern
2010;Frau;Winand;Rink;Monheim am Rhein;25;Nordrhein-Westfalen
2011;Frau;Sybil;Dröge;Reesdorf;51;Schleswig-Holstein
2012;Frau;Burkardt;Duman;Neunkhausen;82;Rheinland-Pfalz
2013;Herr;Haug;Ochmann;Hattingen an der Ruhr;00;Nordrhein-Westfalen
2014;Herr;Humbert;Wefers;Trittenheim;07;Rheinland-Pfalz
2015;Frau;Thoralf;Lindner;Havixbeck;52;Nordrhein-Westfalen
2016;Herr;Cäcilia;Hochmuth;Borstorf;60;Schleswig-Holstein
2017;Frau;Wiltraut;Carlson;Leopoldshöhe;44;Nordrhein-Westfalen
2018;Herr;Ulf;Jachmann;Reckershausen;95;Rheinland-Pfalz
2019;Frau;Fiona;Zurek;Katzweiler;22;Rheinland-Pfalz
2020;Frau;Lene;Kutzer;Tetenhusen;78;Schleswig-Holstein
2021;Herr;Alena;Voll;Grothusenkoog;95;Schleswig-Holstein
2022;Frau;Melissa;Käser;München;86;Bayern
2023;Frau;Remigius;Schüßler;Saarbrücken;38;Saarland
2024;k.A.;Carsta;Gottschlich;Uelsen;38;Niedersachsen
2025;Frau;Erhard;Persch;Berlin;74;Berlin
2026;Frau;Heideline;Bailey;Flörsbachtal;45;Hessen
2027;Frau;Ellengard;Behncke;Hattgenstein;95;Rheinland-Pfalz
2028;Herr;Isabelle;Angele;Höhfröschen;20;Rheinland-Pfalz
2029;Herr;Kajetan;Jessen;Bennhausen;52;Rheinland-Pfalz
2030;Frau;Liam;Ganzer;Uelversheim;65;Rheinland-Pfalz
2031;Frau;Gerburg;Ewen;Prümzurlay;32;Rheinland-Pfalz
2032;Herr;Lore;Suttner;Daaden;18;Rheinland-Pfalz
2033;Frau;Josua;Lüdeke;Euscheid;08;Rheinland-Pfalz
2034;k.A.;Ornulf;Kahnert;Süpplingen;71;Niedersachsen
2035;Frau;Maya;Kögler;Hübingen;26;Rheinland-Pfalz
2036;Herr;Ute;Lietz;Köppern;42;Hessen
2037;Frau;Siegharda;Schneemann;Marne;62;Schleswig-Holstein
2038;Herr;Felizia;Arning;Möhnesee;88;Nordrhein-Westfalen
2039;Frau;Arndt;Mühlbacher;Kobern-Gondorf;14;Rheinland-Pfalz
2040;Frau;Ferfried;Teichert;Poxdorf;32;Bayern
2041;Herr;Marielouise;Witzke;Strukdorf;68;Schleswig-Holstein
2042;Herr;Gundula;Eilts;Friedrichskoog;11;Schleswig-Holstein
2043;Frau;Otthart;Winterhart;Wehretal;77;Hessen
2044;Herr;Friedberg;Schaf;Nienburg;37;Niedersachsen
2045;k.A.;Hilgrun;Rossel;Essen;78;Nordrhein-Westfalen
2046;Herr;Theo;Steinhilber;Gevensleben;81;Niedersachsen
2047;Herr;Antja;Diers;Spiekeroog;17;Niedersachsen
2048;Herr;Andy;Morris;Gimbsheim;58;Rheinland-Pfalz
2049;Frau;Lutz;Finck;Euscheid;35;Rheinland-Pfalz
2050;Herr;Eckehart;Rabenstein;Neukirchen;38;Schleswig-Holstein
2051;Frau;Timmo;Mertens;Naurath;47;Rheinland-Pfalz
2052;Herr;Jasper;Störmer;Bremen;34;Bremen
2053;k.A.;Helm;Brandtner;Halver;51;Nordrhein-Westfalen
2054;k.A.;Thorsten;Küstner;Lemberg;57;Rheinland-Pfalz
2055;Herr;York;Schimmel;Balderschwang;73;Bayern
2056;Herr;Hanswolf;Niehoff;Geiselberg;01;Rheinland-Pfalz
2057;Herr;Hartger;Jaworski;Remchingen;71;Baden-Württemberg
2058;Herr;Karlheinrich;Regler;Jelmstorf;17;Niedersachsen
2059;Frau;Silas;Schweigert;Wetzlar;80;Hessen
2060;Herr;Radegundis;Mertins;Breitenbach;93;Sachsen-Anhalt
2061;Frau;Annerose;Dölle;Udenheim;19;Rheinland-Pfalz
2062;Herr;Folkhard;Zeitz;Pleß;79;Bayern
2063;k.A.;Vollrath;Mitchell;Burghaun;73;Hessen
2064;Frau;Ewald;Malz;Ebernhahn;97;Rheinland-Pfalz
2065;Herr;Ortmund;Zeiß;Sulingen;60;Niedersachsen
2066;Herr;Christliebe;Grützner;Holsen;12;Nordrhein-Westfalen
2067;Herr;Benjamin;Gessner;Olfen;29;Nordrhein-Westfalen
2068;Frau;Edith;Bäumer;Ihlow;78;Niedersachsen
2069;Herr;Ludolf;Haar;Hüblingen;57;Rheinland-Pfalz
2070;Herr;Kiara;Quint;Kriftel;05;Hessen
2071;Frau;Meinold;Wilhelmi;Saarburg;55;Rheinland-Pfalz
2072;Herr;Klausjürgen;Ihle;Martensrade;85;Schleswig-Holstein
2073;Herr;Manuela;Bösch;Bernstadt;54;Baden-Württemberg
2074;Herr;Viktor;Kalinowski;Hottenbach;70;Rheinland-Pfalz
2075;Herr;Nele;Heppner;Wurmlingen;83;Baden-Württemberg
2076;Herr;Muhammed;Stuck;Schönbrunn;68;Baden-Württemberg
2077;Frau;Florentine;Bohr;Neuenrade;35;Nordrhein-Westfalen
2078;Frau;Jolanthe;Smit;Heistenbach;34;Rheinland-Pfalz
2079;Herr;Carolin;Lier;Herne;89;Nordrhein-Westfalen
2080;k.A.;Dieterich;Beere;Kaltenkirchen;60;Schleswig-Holstein
2081;Herr;Sinah;Schöps;Edertal;88;Hessen
2082;Herr;Franzi;Albayrak;Ellenberg;82;Rheinland-Pfalz
2083;Herr;Rainer;Heinemann;Pittenbach;80;Rheinland-Pfalz
2084;Frau;Annabel;Gerstenberger;Aichach an der Paar;01;Bayern
2085;Herr;Claudius;Schreiner;Göldenitz;67;Schleswig-Holstein
2086;k.A.;Friedhilde;Streb;Weinähr;77;Rheinland-Pfalz
2087;Frau;Joana;Herde;Gartow;19;Niedersachsen
2088;Herr;Eugenia;Pierce;Walchum;66;Niedersachsen
2089;Frau;Doris;Classen;Dortmund;17;Nordrhein-Westfalen
2090;Herr;Alyssa;Weinreich;Niederweiler;50;Rheinland-Pfalz
2091;Frau;Annerose;Kropp;Nürburg;34;Rheinland-Pfalz
2092;Frau;Bartold;Blaha;Dortmund;87;Nordrhein-Westfalen
2093;Frau;Ilsegard;Bartholomäus;Raubling;93;Bayern
2094;Frau;Georg;Behle;Oberfell;83;Rheinland-Pfalz
2095;Herr;Runhild;Väth;Dortmund;00;Nordrhein-Westfalen
2096;Herr;Gunfried;Gruhn;Ohmbach;95;Rheinland-Pfalz
2097;Herr;Sighelm;Trenkle;Bickenbach;80;Rheinland-Pfalz
2098;k.A.;Sidonius;Berges;Marl;43;Nordrhein-Westfalen
2099;Herr;Traugott;Bleckmann;Herborn;18;Rheinland-Pfalz
2100;Frau;Eckhard;Ferner;Wallenhorst;85;Niedersachsen
2101;Frau;Riccardo;Sari;Traunstein;09;Bayern
2102;Herr;Linda;Noth;Zell am Harmersbach;87;Baden-Württemberg
2103;Frau;Ewalda;Reidenbach;Holzgerlingen;74;Baden-Württemberg
2104;Herr;Marlon;Erichsen;Aresing;90;Bayern
2105;Frau;Eunike;Schallenberg;Walheim;82;Baden-Württemberg
2106;Herr;Annina;Fugmann;Groß Wokern;90;Mecklenburg-Vorpommern
2107;Frau;Leif;Burg;Bunsoh;14;Schleswig-Holstein
2108;Frau;Götz;Seegers;Damflos;45;Rheinland-Pfalz
2109;Herr;Adelgunde;Weishäupl;Bad Waldsee;92;Baden-Württemberg
2110;Frau;Meik;Ewers;Vollersode;18;Niedersachsen
2111;Frau;Helfried;Ising;Obermoschel;10;Rheinland-Pfalz
2112;Herr;Merlinde;Thurow;Andernach;42;Rheinland-Pfalz
2113;Herr;Rasmus;Sell;Rastatt;08;Baden-Württemberg
2114;Herr;Jonas;Saile;Steißlingen;43;Baden-Württemberg
2115;Herr;Hansludwig;Thöle;Gossersweiler-Stein;05;Rheinland-Pfalz
2116;Frau;Stefani;Viehweger;Meldorf;92;Schleswig-Holstein
2117;Frau;Bernfried;Kehrer;Colnrade;27;Niedersachsen
2118;Frau;Heidy;Steuernagel;Braunschweig;58;Niedersachsen
2119;Herr;Manhold;Büchner;Goslar;38;Niedersachsen
2120;Herr;Gottlieb;Meschede;Thannhausen;53;Bayern
2121;Frau;Laurens;Steib;Usingen;52;Hessen
2122;Frau;Simperta;Strübing;Neckarsulm;50;Baden-Württemberg
2123;Herr;Gerdhild;Küper;Fiersbach;19;Rheinland-Pfalz
2124;Frau;Erk;Hölzer;Oberpierscheid;86;Rheinland-Pfalz
2125;Herr;Heidebert;Elbers;Pyrbaum;47;Bayern
2126;Herr;Edmund;Theuerkauf;Bergenhusen;45;Schleswig-Holstein
2127;k.A.;Dahlia;Martens;Zeitz;85;Sachsen-Anhalt
2128;Herr;Noah;Mueller;Wawern;78;Rheinland-Pfalz
2129;Herr;Luise;Höhler;Eschborn;07;Hessen
2130;k.A.;Götz;Reichart;Berlin;87;Berlin
2131;Herr;Kathleen;Kübler;Langensendelbach;99;Bayern
2132;Frau;Smilla;Strubel;Fresenburg;55;Niedersachsen
2133;Frau;Welf;Glinka;Oberhambach;62;Rheinland-Pfalz
2134;Frau;Ingedore;Dudek;Breitscheid;99;Rheinland-Pfalz
2135;k.A.;Romana;Guder;Bad Segeberg;33;Schleswig-Holstein
2136;Herr;Anika;Hemberger;Veitsrodt;95;Rheinland-Pfalz
2137;Herr;Friederun;Drescher;Siegen;43;Nordrhein-Westfalen
2138;Herr;Margareth;Bleicher;Teuschnitz;16;Bayern
2139;Frau;Jessica;Köpf;Einhausen;28;Hessen
2140;Frau;Alheidis;Mothes;Dörnick;23;Schleswig-Holstein
2141;Herr;Gernod;Puchta;Schopp;77;Rheinland-Pfalz
2142;Frau;Larissa;Hopkins;Unkel;00;Rheinland-Pfalz
2143;k.A.;Emmeran;Böer;Rüthen;28;Nordrhein-Westfalen
2144;Herr;Erika;Doetsch;Ludwigshafen am Rhein;82;Rheinland-Pfalz
2145;Herr;Ferdi;Kilger;Offenbach am Main;11;Hessen
2146;Frau;Dörte;Heusel;Böhl-Iggelheim;38;Rheinland-Pfalz
2147;Frau;Bärbl;Kösling;Ohlenhard;80;Rheinland-Pfalz
2148;Herr;Rosie;Martin;Lörrach;06;Baden-Württemberg
2149;Frau;Eunike;Eichel;Wachtendonk;76;Nordrhein-Westfalen
2150;Herr;Bruno;Oelsner;Völkersweiler;04;Rheinland-Pfalz
2151;Herr;Margret;Schwemmer;Bettenfeld;96;Rheinland-Pfalz
2152;Herr;Malin;Platzer;Nordkirchen;74;Nordrhein-Westfalen
2153;Herr;Niklas;Stübner;Schöngeising;08;Bayern
2154;Frau;Herwart;Koplin;Honerath;45;Rheinland-Pfalz
2155;Frau;Dietmund;Krech;Siebeneichen;59;Schleswig-Holstein
2156;Herr;Wilfried;Lock;Mössingen;19;Baden-Württemberg
2157;Herr;Lewin;Kahrs;Trochtelfingen;02;Baden-Württemberg
2158;Frau;Uranius;Pfaffinger;Budenheim;73;Rheinland-Pfalz
2159;Frau;Eva;Grunenberg;Eningen unter Achalm;43;Baden-Württemberg
2160;Frau;Gertraute;Groll;Meckenheim;12;Rheinland-Pfalz
2161;Herr;Piet;Molnar;Thierhaupten;36;Bayern
2162;Frau;Gundhild;Sorgenfrei;Hilscheid;06;Rheinland-Pfalz
2163;Frau;Torben;Holm;Damnatz;89;Niedersachsen
2164;k.A.;Hilde;Quante;Freiburg;52;Baden-Württemberg
2165;Herr;Siegrun;Schönefeld;Osterholz-Scharmbeck;17;Niedersachsen
2166;Frau;Theolinde;Caldwell;Bingen;53;Baden-Württemberg
2167;Herr;Gerwin;Schotte;Reichenberg;58;Rheinland-Pfalz
2168;Herr;Edelhard;Riechert;Weyher;99;Rheinland-Pfalz
2169;Herr;Dankfried;Rottmann;Leisel;11;Rheinland-Pfalz
2170;Herr;Philipp;Schwarz;Gönnersdorf;71;Rheinland-Pfalz
2171;Herr;Conner;Scheibel;Edermünde;18;Hessen
2172;Herr;Hansdieter;Pfrommer;Nerenstetten;29;Baden-Württemberg
2173;k.A.;Sigenot;Ahrends;Pretzfeld;30;Bayern
2174;Frau;Daphne;Brühl;Roßhaupten;75;Bayern
2175;k.A.;Kira;Rest;Eldingen;58;Niedersachsen
2176;Frau;Annedore;Nußbaumer;Kefenrod;15;Hessen
2177;Herr;Catherina;Först;Wermelskirchen;66;Nordrhein-Westfalen
2178;Herr;Hanspeter;Finkbeiner;Haiming;57;Bayern
2179;Frau;Almute;Evans;Neustadt;17;Rheinland-Pfalz
2180;Herr;Barbi;Köppl;Meerane;01;Sachsen
2181;Frau;Mariegret;Heeren;Christinenthal;73;Schleswig-Holstein
2182;Frau;Sieghild;Dannecker;Wetzlar;62;Hessen
2183;Frau;Haug;Clement;Wohlde;17;Schleswig-Holstein
2184;k.A.;Irmfried;Schlag;Mooswiese;95;Baden-Württemberg
2185;Frau;Hannsgeorg;Rehberger;Schöneck;73;Hessen
2186;Frau;Fred;Kron;Hinzert-Pölert;48;Rheinland-Pfalz
2187;Herr;Liebhardt;Kossack;Ehningen;54;Baden-Württemberg
2188;Frau;Augustin;Seipp;Rott am Inn;21;Bayern
2189;Frau;Waldtraud;Heinecke;Heinzenberg;51;Rheinland-Pfalz
2190;Herr;Erdfried;Breitner;Massing;56;Bayern
2191;Herr;Welfhard;Hoppen;Lohmen;42;Mecklenburg-Vorpommern
2192;Frau;Rosemaria;Bodenstein;Oldenburg;76;Niedersachsen
2193;k.A.;Feli;Kutsche;Julbach;89;Bayern
2194;Frau;Arnt;Mesch;Buckow;07;Berlin
2195;Herr;Friedeburg;Platt;Zschorlau;35;Sachsen
2196;Herr;Hannelene;Emmrich;Frücht;84;Rheinland-Pfalz
2197;Frau;Traudlinde;Both;Böhmfeld;42;Bayern
2198;Frau;Ottobert;Wächtler;Werl;74;Nordrhein-Westfalen
2199;Herr;Annegret;Reeves;Katharinenheerd;29;Schleswig-Holstein
2200;Frau;Britta;Crone;Reichenschwand;63;Bayern
2201;Frau;Sieghard;Knüpfer;Scheggerott;34;Schleswig-Holstein
2202;Herr;Heike;Valentin;Mörnsheim;76;Bayern
2203;Herr;Waldburgis;Sandra;Biedesheim;46;Rheinland-Pfalz
2204;Frau;Jörg;Schöppner;Stadecken-Elsheim;93;Rheinland-Pfalz
2205;Frau;Marlen;Graupner;Fohren-Linden;67;Rheinland-Pfalz
2206;Herr;Ruben;Göttel;Tiddische;27;Niedersachsen
2207;Frau;Sybilla;Riesner;Schüttorf;30;Niedersachsen
2208;Frau;Julian;Hefter;Übereisenbach;40;Rheinland-Pfalz
2209;Herr;Burgfried;Büsching;Oberelz;33;Rheinland-Pfalz
2210;Herr;Oswin;Künstler;Dörzbach;12;Baden-Württemberg
2211;Frau;Edeltrudis;Fay;Demsin;66;Sachsen-Anhalt
2212;Herr;Curd;Wilmes;Dortmund;14;Nordrhein-Westfalen
2213;Herr;Dagomar;Schürmann;Hamburg;97;Hamburg
2214;Frau;Meike;Skiba;Gerdau;28;Niedersachsen
2215;Herr;Maxl;Schadow;Lehrte;85;Niedersachsen
2216;Herr;Celina;Göritz;Essen;59;Nordrhein-Westfalen
2217;k.A.;Annelotte;Karakus;Fürfeld;42;Rheinland-Pfalz
2218;Herr;Wolfgünter;Rosenow;Hückelhoven;93;Nordrhein-Westfalen
2219;Frau;Manhard;Korff;München;38;Bayern
2220;Frau;Frowine;Kutscher;Ebernhahn;47;Rheinland-Pfalz
2221;Frau;Nicola;Simm;Klingelbach;32;Rheinland-Pfalz
2222;Frau;Burghardt;Zabel;Esslingen am Neckar;25;Baden-Württemberg
2223;Herr;Heltrud;Möllmann;Schuld;33;Rheinland-Pfalz
2224;k.A.;Elrike;Schimmel;Westdorf;97;Sachsen-Anhalt
2225;Herr;Edelfried;Rommel;Friedenfels;13;Bayern
2226;k.A.;Ruben;Goeke;Ihlienworth;32;Niedersachsen
2227;Frau;Linhilde;Veith;Neinstedt;41;Sachsen-Anhalt
2228;Herr;Hanna;Stolzenberg;Hohenhameln;08;Niedersachsen
2229;Frau;Winand;Bäßler;Wangen;88;Baden-Württemberg
2230;Herr;Jacqueline;Thater;Bothel;27;Niedersachsen
2231;Frau;Sibyl;Höfling;Oettingen;10;Bayern
2232;Frau;Romy;Lindhorst;Eckenroth;58;Rheinland-Pfalz
2233;Frau;Gottfriede;Reeh;Oberhaching;15;Bayern
2234;Frau;Lukas;Groot;Eulenbis;70;Rheinland-Pfalz
2235;Frau;Almtrud;Ringel;Holzappel;39;Rheinland-Pfalz
2236;Frau;Marion;Hose;Hilst;58;Rheinland-Pfalz
2237;Herr;Arist;Barz;Breitenburg;13;Schleswig-Holstein
2238;Frau;Thaddäus;Walther;Vilsbiburg;87;Bayern
2239;Frau;Adelhard;Dorn;Schwollen;59;Rheinland-Pfalz
2240;Frau;Rudi;Thaler;Rheinmünster;36;Baden-Württemberg
2241;Frau;Janik;Zinser;Kassel;97;Hessen
2242;Herr;Ruprecht;Isik;Gronau;33;Nordrhein-Westfalen
2243;Frau;Tino;Schomburg;Belm;88;Niedersachsen
2244;Frau;Hartmund;Sprung;Müden;65;Rheinland-Pfalz
2245;k.A.;Mirjam;Groeneveld;Blaichach;07;Bayern
2246;Frau;Albertine;Hanusch;Stelzenberg;59;Rheinland-Pfalz
2247;Herr;Otwin;Nadolny;Lautertal;29;Hessen
2248;Herr;Friedwald;Listl;Hüttlingen;78;Baden-Württemberg
2249;Herr;Ornulf;Apfel;Ötzingen;95;Rheinland-Pfalz
2250;Frau;Marc;Tille;Friedelsheim;41;Rheinland-Pfalz
2251;k.A.;Mathias;Gleich;Bochum;13;Nordrhein-Westfalen
2252;Herr;Elmar;Lill;Ottstedt am Berge;90;Thüringen
2253;Frau;Gerald;Veith;Ostenfeld;86;Schleswig-Holstein
2254;Frau;Dörthe;Hohlfeld;Remscheid;96;Nordrhein-Westfalen
2255;Herr;Jupp;Manegold;Hilkenbrook;12;Niedersachsen
2256;Herr;Kiara;Matern;Löhnberg;84;Hessen
2257;Frau;Heyko;Nemitz;Weibersbrunn;38;Bayern
2258;Frau;Wido;Fürstenberg;Bremerhaven;76;Bremen
2259;Herr;Nadine;Rascher;Groß Dratow;61;Mecklenburg-Vorpommern
2260;Herr;Chiara;Theurer;Putzbrunn;89;Bayern
2261;Herr;Marina;Bayer;Nonnenhorn;35;Bayern
2262;Herr;Ansgar;Kurze;Malberg;86;Rheinland-Pfalz
2263;Frau;Achim;Erbach;Kiel;36;Schleswig-Holstein
2264;Frau;Louise;Schaaf;Lauschied;89;Rheinland-Pfalz
2265;Frau;Karlhans;Blair;Tellingstedt;46;Schleswig-Holstein
2266;Herr;Willy;Ulmer;Schwall;26;Rheinland-Pfalz
2267;k.A.;Jonah;Bayerl;Homberg;73;Hessen
2268;Herr;Leuthold;Kaupp;Betteldorf;00;Rheinland-Pfalz
2269;Frau;Erlwine;Padberg;Wattenheim;20;Rheinland-Pfalz
2270;Herr;Wolff;Keidel;Esselbach;52;Bayern
2271;Frau;Lidwina;Schleyer;Neuhof;76;Hessen
2272;Herr;Bartholomäus;Distler;Köln;77;Nordrhein-Westfalen
2273;Herr;Sybilla;Soller;Mandern;31;Rheinland-Pfalz
2274;Herr;Degenhard;Neitzel;Dornburg;35;Hessen
2275;Frau;Til;Nothdurft;Frankfurt am Main;32;Hessen
2276;Herr;Wiltrude;Brügmann;Ecklak;34;Schleswig-Holstein
2277;Herr;Angelika;Gomez;Bad Königshofen;12;Bayern
2278;Herr;Gundela;Neuwirth;Aurach;85;Bayern
2279;Herr;Anett;Leukel;Oberlascheid;09;Rheinland-Pfalz
2280;k.A.;Barnabas;Asbeck;Neunkirchen;34;Bayern
2281;Frau;Bernt;Bein;Uelvesbüll;91;Schleswig-Holstein
2282;Herr;Ferdi;Renger;Bernau;68;Baden-Württemberg
2283;Frau;Notburg;Kümpel;Merzen;69;Niedersachsen
2284;Frau;Stefan;Strauch;Herten;77;Nordrhein-Westfalen
2285;Frau;Neidhardt;Schneeweiß;Krefeld;14;Nordrhein-Westfalen
2286;Herr;Muhammed;Gallus;Beckeln;01;Niedersachsen
2287;Frau;Haralda;Kremers;Nohfelden;62;Saarland
2288;Herr;Gunthard;Stangl;Piesport;74;Rheinland-Pfalz
2289;Herr;Gabriele;Mersch;Dortmund;37;Nordrhein-Westfalen
2290;Herr;Jill;Gerken;Wulfsmoor;89;Schleswig-Holstein
2291;Herr;Maurice;Brunke;Deggingen;99;Baden-Württemberg
2292;k.A.;Rosalie;Möllers;Kammerforst;10;Rheinland-Pfalz
2293;Herr;Merlind;Sörensen;Heuerßen;38;Niedersachsen
2294;Herr;Jannis;Heubach;Mannheim;11;Baden-Württemberg
2295;Herr;Benno;Waldeck;Wesel am Rhein;70;Nordrhein-Westfalen
2296;k.A.;Marzel;Bonn;Manderscheid;80;Rheinland-Pfalz
2297;Herr;Ingunde;Kiene;Leverkusen;39;Nordrhein-Westfalen
2298;Herr;Sonnhardt;Oppel;Gnarrenburg;78;Niedersachsen
2299;Herr;Siglinde;Binder;Sittensen;01;Niedersachsen
2300;Frau;Adeltraud;Hausen;Polle;04;Niedersachsen
2301;Frau;Wunnibald;Lamp;Rurdorf;15;Nordrhein-Westfalen
2302;Herr;Siegrid;Wappler;Nitz;67;Rheinland-Pfalz
2303;Frau;Ingolf;Schöpp;Brannenburg;10;Bayern
2304;Frau;Vitalis;Nützel;Dinslaken;46;Nordrhein-Westfalen
2305;Frau;Arnim;Fritzsch;Bodenwöhr;09;Bayern
2306;Frau;Theodore;Ney;Hettenrodt;17;Rheinland-Pfalz
2307;Herr;Ernstine;Alvarado;Hohenfels-Essingen;03;Rheinland-Pfalz
2308;Frau;Chantall;Moch;Aachen;45;Nordrhein-Westfalen
2309;Frau;Ludwiga;Rieber;Witzenhausen;98;Hessen
2310;Herr;Rosi;Göllner;Hottenbach;61;Rheinland-Pfalz
2311;Frau;Joschua;Ehrentraut;Mönchengladbach;06;Nordrhein-Westfalen
2312;Herr;Greta;Dreger;Holm;06;Schleswig-Holstein
2313;Herr;Georg;Römhild;Uehrde;96;Niedersachsen
2314;Frau;Ekkardt;Berndt;Ginsheim-Gustavsburg;34;Hessen
2315;Frau;Waldburga;Rohmann;Homburg;04;Saarland
2316;k.A.;Lindemarie;Lücker;Neubulach;71;Baden-Württemberg
2317;Frau;Anka;Gemmer;Neuenburg am Rhein;62;Baden-Württemberg
2318;Herr;Fritzi;Bonnet;Pforzheim;71;Baden-Württemberg
2319;Herr;Roberto;Olszewski;Bonn;79;Nordrhein-Westfalen
2320;Frau;Belinda;Nentwig;Kneese;14;Mecklenburg-Vorpommern
2321;Herr;Ekkehart;Holler;Schapen;90;Niedersachsen
2322;Herr;Ernstine;Kathmann;Waldfischbach-Burgalben;92;Rheinland-Pfalz
2323;Herr;Anneheide;Bichler;Attenhofen;50;Bayern
2324;Frau;Marion;Horsch;Niedermoschel;01;Rheinland-Pfalz
2325;k.A.;Hanneliese;Hogan;Silberstedt;16;Schleswig-Holstein
2326;Frau;Willibert;Dominik;Schönberg;98;Schleswig-Holstein
2327;Frau;Jupp;Kleinschmidt;Sandesneben;97;Schleswig-Holstein
2328;Frau;Bertwalda;Lindenberg;Horneburg;17;Niedersachsen
2329;k.A.;Birgit;Ellmann;Bad Oldesloe;94;Schleswig-Holstein
2330;Frau;Gundela;Herz;Mutlangen;43;Baden-Württemberg
